Year,Use of Funds,Expenditure by Provincial/Territorial Government,Expenditure by Public Government,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2010,Other Professionals,28706500,81947943,110654443,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,Other Professionals,31011250,82034388,113045638,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,Other Professionals,30917000,82179642,113096642,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,Other Professionals,32875750,86249633,119125383,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,Other Professionals,36685750,88726699,125412449,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Other Professionals,38275500,94259383,132534883,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,Other Professionals,40127750,99510316,139638066,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,Other Professionals,38406000,100677752,139083752,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,Other Professionals,38097000,104529988,142626988,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,Other Professionals,38782500,110952627,149735127,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,Other Professionals,33490500,100777820,134268320,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,Other Professionals,35282000,114412752,149694752,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,Other Professionals,40879060,131126839,172005898,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,Other Professionals,42872315,136511356,179383671,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,Drugs,217712050,280440381,498152431,465.4,78.54,0,1,0,0,0,0,0,0,0,0,0,0
2004,Drugs,234569475,302231026,536800501,478.5,78.71,0,1,0,0,0,0,0,0,0,0,0,0
2005,Drugs,249519325,322741124,572260449,481.6,78.87,0,1,0,0,0,0,0,0,0,0,0,0
2006,Drugs,260225975,342250813,602476788,484.6,79.13,0,1,0,0,0,0,0,0,0,0,0,0
2007,Drugs,271645025,358157287,629802312,500.7,79.23,0,1,0,0,0,0,0,0,0,0,0,0
2008,Drugs,279560775,368631468,648192243,505.1,79.33,0,1,0,0,0,0,0,0,0,0,0,0
2009,Drugs,287159000,378107393,665266393,516.3,79.38,0,1,0,0,0,0,0,0,0,0,0,0
2010,Drugs,294956750,386839962,681796712,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,Drugs,306081000,401385061,707466061,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,Drugs,304683000,399896312,704579312,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,Drugs,300229000,391137853,691366853,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,Drugs,303773000,395876398,699649398,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Drugs,324300250,421338043,745638293,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,Drugs,333971250,424045487,758016737,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,Drugs,342839250,433253732,776092982,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,Drugs,344743250,438315238,783058488,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,Drugs,355697000,457601823,813298823,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,Drugs,364062750,491646175,855708925,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,Drugs,399008600,541962352,940970952,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,Drugs,406228189,564857911,971086100,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,Drugs,499076932,664169426,1163246358,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,Public Health,179720226,309182723,488902949,465.4,78.54,0,1,0,0,0,0,0,0,0,0,0,0
2004,Public Health,203838167,342622588,546460755,478.5,78.71,0,1,0,0,0,0,0,0,0,0,0,0
2005,Public Health,226794226,363560218,590354444,481.6,78.87,0,1,0,0,0,0,0,0,0,0,0,0
2006,Public Health,242592466,382858257,625450723,484.6,79.13,0,1,0,0,0,0,0,0,0,0,0,0
2007,Public Health,257440023,418117548,675557571,500.7,79.23,0,1,0,0,0,0,0,0,0,0,0,0
2008,Public Health,283066850,460065866,743132716,505.1,79.33,0,1,0,0,0,0,0,0,0,0,0,0
2009,Public Health,307780444,516306552,824086996,516.3,79.38,0,1,0,0,0,0,0,0,0,0,0,0
2010,Public Health,319561900,529362756,848924655,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,Public Health,330352430,548718094,879070524,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,Public Health,344724272,564445457,909169729,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,Public Health,360937044,585590616,946527660,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,Public Health,388368260,612336984,1000705244,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Public Health,436281527,656492283,1092773810,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,Public Health,443882947,675159459,1119042406,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,Public Health,453886137,690965734,1144851871,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,Public Health,460771303,736611996,1197383298,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,Public Health,481584775,783091660,1264676435,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,Public Health,550951978,904174869,1455126847,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,Public Health,579899805,987473380,1567373185,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,Public Health,581035131,1039179217,1620214348,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,Public Health,618248135,1093412904,1711661039,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,Administration,48226025,96386557,144612582,465.4,78.54,0,1,0,0,0,0,0,0,0,0,0,0
2004,Administration,49572975,100624875,150197850,478.5,78.71,0,1,0,0,0,0,0,0,0,0,0,0
2005,Administration,45577850,112515582,158093432,481.6,78.87,0,1,0,0,0,0,0,0,0,0,0,0
2006,Administration,45728650,120255264,165983914,484.6,79.13,0,1,0,0,0,0,0,0,0,0,0,0
2007,Administration,43385600,122583474,165969074,500.7,79.23,0,1,0,0,0,0,0,0,0,0,0,0
2008,Administration,42655150,113779780,156434930,505.1,79.33,0,1,0,0,0,0,0,0,0,0,0,0
2009,Administration,50691390,124075673,174767063,516.3,79.38,0,1,0,0,0,0,0,0,0,0,0,0
2010,Administration,53018276,121124867,174143143,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,Administration,53537168,124471439,178008608,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,Administration,56467038,134283823,190750861,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,Administration,55493851,131455220,186949071,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,Administration,49567698,128964389,178532087,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Administration,46366516,128197563,174564079,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,Administration,44137940,138575136,182713076,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,Administration,43395123,161340782,204735904,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,Administration,43186750,174289492,217476242,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,Administration,41664250,187016175,228680425,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,Administration,43429250,197676804,241106054,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,Administration,43323000,207916404,251239404,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,Administration,45304250,228161519,273465769,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,Administration,49991500,240344584,290336084,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,Other Health Spending: Net of HCC,237001825,338824268,575826093,465.4,78.54,0,1,0,0,0,0,0,0,0,0,0,0
2004,Other Health Spending: Net of HCC,254233900,361913243,616147143,478.5,78.71,0,1,0,0,0,0,0,0,0,0,0,0
2005,Other Health Spending: Net of HCC,274976975,391704767,666681742,481.6,78.87,0,1,0,0,0,0,0,0,0,0,0,0
2006,Other Health Spending: Net of HCC,288704025,413750542,702454567,484.6,79.13,0,1,0,0,0,0,0,0,0,0,0,0
2007,Other Health Spending: Net of HCC,318231100,458585254,776816354,500.7,79.23,0,1,0,0,0,0,0,0,0,0,0,0
2008,Other Health Spending: Net of HCC,345494300,494562684,840056984,505.1,79.33,0,1,0,0,0,0,0,0,0,0,0,0
2009,Other Health Spending: Net of HCC,371435500,531586970,903022470,516.3,79.38,0,1,0,0,0,0,0,0,0,0,0,0
2010,Other Health Spending: Net of HCC,387922000,550049955,937971955,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,Other Health Spending: Net of HCC,408396250,575968861,984365111,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,Other Health Spending: Net of HCC,462598407,652241980,1114840387,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,Other Health Spending: Net of HCC,126046500,694599750,820646250,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,Other Health Spending: Net of HCC,138352465,718983759,857336224,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Other Health Spending: Net of HCC,157849503,756436657,914286159,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,Other Health Spending: Net of HCC,162531781,803104199,965635979,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,Other Health Spending: Net of HCC,178220442,883068294,1061288737,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,Other Health Spending: Net of HCC,187744735,924481180,1112225915,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,Other Health Spending: Net of HCC,202672866,979492985,1182165851,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,Other Health Spending: Net of HCC,203560279,992367204,1195927483,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,Other Health Spending: Net of HCC,208416535,1056322829,1264739364,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,Other Health Spending: Net of HCC,218411046,1108774770,1327185816,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,Other Health Spending: Net of HCC,250614586,1174002640,1424617226,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,COVID-19 Response Funding,,,0,465.4,78.54,0,1,0,0,0,0,0,0,0,0,0,0
2004,COVID-19 Response Funding,,,0,478.5,78.71,0,1,0,0,0,0,0,0,0,0,0,0
2005,COVID-19 Response Funding,,,0,481.6,78.87,0,1,0,0,0,0,0,0,0,0,0,0
2006,COVID-19 Response Funding,,,0,484.6,79.13,0,1,0,0,0,0,0,0,0,0,0,0
2007,COVID-19 Response Funding,,,0,500.7,79.23,0,1,0,0,0,0,0,0,0,0,0,0
2008,COVID-19 Response Funding,,,0,505.1,79.33,0,1,0,0,0,0,0,0,0,0,0,0
2009,COVID-19 Response Funding,,,0,516.3,79.38,0,1,0,0,0,0,0,0,0,0,0,0
2010,COVID-19 Response Funding,,,0,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,COVID-19 Response Funding,,,0,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,COVID-19 Response Funding,,,0,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,COVID-19 Response Funding,,,0,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,COVID-19 Response Funding,,,0,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,COVID-19 Response Funding,,,0,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,COVID-19 Response Funding,,,0,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,COVID-19 Response Funding,,,0,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,COVID-19 Response Funding,,,0,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,COVID-19 Response Funding,,,0,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,COVID-19 Response Funding,237583278,740709929,978293207,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,COVID-19 Response Funding,438090876,894120619,1332211495,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,COVID-19 Response Funding,119632150,218088796,337720946,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,COVID-19 Response Funding,,,0,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,Total,3220493106,3645328418,6865821524,465.4,78.54,0,1,0,0,0,0,0,0,0,0,0,0
2004,Total,3436355992,3889700028,7326056020,478.5,78.71,0,1,0,0,0,0,0,0,0,0,0,0
2005,Total,3698240175,4189946531,7888186705,481.6,78.87,0,1,0,0,0,0,0,0,0,0,0,0
2006,Total,3906551632,4430944322,8337495954,484.6,79.13,0,1,0,0,0,0,0,0,0,0,0,0
2007,Total,4161920143,4734941325,8896861468,500.7,79.23,0,1,0,0,0,0,0,0,0,0,0,0
2008,Total,4434359118,5029370849,9463729967,505.1,79.33,0,1,0,0,0,0,0,0,0,0,0,0
2009,Total,4786230638,5447690708,10233921346,516.3,79.38,0,1,0,0,0,0,0,0,0,0,0,0
2010,Total,5028457474,5694945595,10723403069,508.7,79.64,0,1,0,0,0,0,0,0,0,0,0,0
2011,Total,5237723476,5930233540,11167957015,516.1,79.77,0,1,0,0,0,0,0,0,0,0,0,0
2012,Total,5541417016,6279939731,11821356748,498.4,79.95,0,1,0,0,0,0,0,0,0,0,0,0
2013,Total,5780844835,6534673892,12315518727,501.4,80.07,0,1,0,0,0,0,0,0,0,0,0,0
2014,Total,5820167737,6569447498,12389615235,503.7,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Total,6092045393,6854861076,12946906469,499.4,80.1,0,1,0,0,0,0,0,0,0,0,0,0
2016,Total,6204245677,7012186530,13216432207,496.5,79.99,0,1,0,0,0,0,0,0,0,0,0,0
2017,Total,6338273201,7231837452,13570110653,503.8,79.98,0,1,0,0,0,0,0,0,0,0,0,0
2018,Total,6439688748,7419093728,13858782476,514.9,79.97,0,1,0,0,0,0,0,0,0,0,0,0
2019,Total,6609240955,7686004978,14295245933,524.1,80.04,0,1,0,0,0,0,0,0,0,0,0,0
2020,Total,7124303118,8775588259,15899891377,508.6,79.88,0,1,0,0,0,0,0,0,0,0,0,0
2021,Total,7408091630,9170746780,16578838410,510.1,80.12,0,1,0,0,0,0,0,0,0,0,0,0
2022,Total,7409240466,8976680739,16385921205,506.3,80.18,0,1,0,0,0,0,0,0,0,0,0,0
2023,Total,7803992836,9340392917,17144385752,510.7,80.23,0,1,0,0,0,0,0,0,0,0,0,0
2003,Hospitals,970317485,986497066,1956814551,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Hospitals,1034960767,1051414464,2086375232,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Hospitals,1120412347,1144245736,2264658083,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Hospitals,1217278631,1242732424,2460011055,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Hospitals,1299827906,1326818874,2626646780,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Hospitals,1406209199,1437552525,2843761724,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Hospitals,1515443609,1547811819,3063255428,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Hospitals,1669515476,1704641249,3374156725,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Hospitals,1733671103,1771135646,3504806749,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Hospitals,1812399635,1850388357,3662787993,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Hospitals,1871962130,1912867447,3784829577,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Hospitals,1919335343,1961723260,3881058603,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Hospitals,1945561618,1989151091,3934712709,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Hospitals,1985950318,2033450711,4019401029,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Hospitals,2029461988,2073761779,4103223767,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Hospitals,2073281287,2121427871,4194709159,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Hospitals,2169554379,2217005087,4386559467,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Hospitals,2130192133,2173046260,4303238394,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Hospitals,2249682673,2296258583,4545941256,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Hospitals,2384568323,2435583853,4820152177,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Hospitals,2537107681,2587556503,5124664184,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Physicians,483223145,493758019,976981164,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Physicians,526286887,537481487,1063768374,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Physicians,577705436,588969658,1166675093,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Physicians,616547528,629630512,1246178040,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Physicians,638450735,651629327,1290080062,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Physicians,678418556,708291944,1386710501,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Physicians,723447020,755736562,1479183582,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Physicians,793134268,823286467,1616420735,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Physicians,872375811,894812621,1767188432,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Physicians,903548265,921598494,1825146758,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Physicians,974322206,993118359,1967440565,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Physicians,1015180931,1031644295,2046825226,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Physicians,1064866432,1080699727,2145566159,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Physicians,1118537293,1134619996,2253157289,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Physicians,1145454310,1161840858,2307295168,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Physicians,1144963862,1163187563,2308151426,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Physicians,1182253088,1201613005,2383866093,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Physicians,1203360816,1223237364,2426598180,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Physicians,1273272506,1296591699,2569864206,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Physicians,1335726215,1361287835,2697014050,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Physicians,1357522771,1384037987,2741560758,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Other Professionals,31159245,71469351,102628596,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Other Professionals,32436381,74102558,106538938,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Other Professionals,33809176,72891482,106700658,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Other Professionals,34941573,78857237,113798810,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Other Professionals,35414755,84053414,119468169,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Other Professionals,36670101,89507796,126177897,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Other Professionals,40230677,98470633,138701310,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Other Professionals,34205383,97176087,131381469,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Other Professionals,32765504,100938487,133703990,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Other Professionals,34140526,99332093,133472619,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Other Professionals,34539670,100750798,135290468,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Other Professionals,43164608,112672812,155837420,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Other Professionals,50106828,121519482,171626309,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Other Professionals,52710823,122948494,175659318,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Other Professionals,54981429,127356738,182338167,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Other Professionals,56168228,135035468,191203696,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Other Professionals,56781566,143106043,199887609,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Other Professionals,50843196,139567575,190410772,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Other Professionals,56122876,159853807,215976683,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Other Professionals,61840111,174737847,236577958,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Other Professionals,63087666,180378221,243465886,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Drugs,161203696,225871049,387074745,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Drugs,178291149,245685579,423976728,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Drugs,197347783,268123796,465471579,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Drugs,214010449,289989979,504000428,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Drugs,262191775,340890133,603081907,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Drugs,285546767,367457390,653004157,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Drugs,301284609,385769084,687053693,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Drugs,316778980,403186044,719965024,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Drugs,315675978,404768381,720444360,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Drugs,305646262,396011058,701657320,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Drugs,311544537,404387394,715931931,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Drugs,314216186,411475138,725691324,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Drugs,317189446,421166907,738356354,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Drugs,317679450,414971555,732651005,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Drugs,321035943,419182838,740218781,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Drugs,331993926,432765461,764759387,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Drugs,344716486,454216795,798933281,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Drugs,355181158,490850442,846031600,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Drugs,381280811,531030596,912311407,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Drugs,383722608,550617765,934340374,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Drugs,401577774,575494867,977072641,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Public Health,223353096,283604378,506957474,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Public Health,255655759,318836081,574491841,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Public Health,293883933,370092452,663976385,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Public Health,290321596,378635509,668957106,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Public Health,344955160,445939066,790894225,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Public Health,349658072,463366431,813024503,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Public Health,360080334,496971175,857051508,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Public Health,365940880,505108179,871049059,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Public Health,416633830,578771862,995405692,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Public Health,393512150,570107451,963619601,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Public Health,394627312,574196848,968824160,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Public Health,410651396,596817000,1007468396,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Public Health,418254745,612014335,1030269080,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Public Health,423068706,623560011,1046628718,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Public Health,431180103,641834132,1073014235,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Public Health,440136613,696744927,1136881540,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Public Health,458613071,762465950,1221079021,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Public Health,550873235,915899220,1466772455,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Public Health,581572974,990965966,1572538940,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Public Health,693344311,1148006541,1841350852,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Public Health,698507958,1170725630,1869233588,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Administration,18425249,100717695,119142944,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Administration,19362015,109494887,128856902,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Administration,17585284,103986387,121571670,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Administration,21582796,106388616,127971412,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Administration,24799262,113689868,138489130,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Administration,25797514,93477191,119274705,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Administration,26554715,89115736,115670451,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Administration,26575500,84936201,111511701,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Administration,42515315,103600289,146115604,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Administration,46104609,113601988,159706597,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Administration,46699625,111685112,158384737,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Administration,47420473,108231267,155651740,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
